ID,Sektor,Total,Padat_Ditimbun_di_TPA ,Padat_Ditimbun_Lubang,Padat_Kompos,Padat_3R,Padat_ins_sampah_domestik,Padat_ins_sampah_industri,Padat_dibakar_terbuka,Padat_tidak_terkelola ,Cair_septic_tank,Cair_MCK_plus,Cair_IPAL_Aerob,Cair_IPAL_Anaerob,Cair_tidak_terkelola,Cair_Biogas,Cair_Pengolahan_KIMIA,Cair_3R
34,Industri Tekstil dan Pakaian Jadi,163.2775,0.03312975,0.071815,0.00413275,0,0,0,0.18909025,0.37933225,146.86032,0,0,1.41462,14.32506,0,0,0
35,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman
dari Bambu, Rotan dan Sejenisnya",501.28,0.101712,0.22048,0.012688,0,0,0,0.580528,1.164592,450.87744,0,0,4.34304,43.97952,0,0,0
36,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi
Media Rekaman",75.7945,0.01537905,0.033337,0.00191845,0,0,0,0.08777695,0.17608855,68.173536,0,0,0.656676,6.649788,0,0,0
37,"Industri Kimia, Farmasi dan Obat Tradisional",18.798,0.0038142,0.008268,0.0004758,0,0,0,0.0217698,0.0436722,16.907904,0,0,0.162864,1.649232,0,0,0
38,Industri pengilangan minyak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Barang Galian bukan Logam,231.9625,0.04706625,0.102025,0.00587125,0,0,0,0.26863375,0.53890375,208.6392,0,0,2.0097,20.3511,0,0,0
40,Industri Furnitur,65.07,0.013203,0.02862,0.001647,0,0,0,0.075357,0.151173,58.52736,0,0,0.56376,5.70888,0,0,0
41,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin
dan peralatan",232.324,0.0471396,0.102184,0.0058804,0,0,0,0.2690524,0.5397436,208.964352,0,0,2.012832,20.382816,0,0,0
42,Listrik dan gas,4.092628153,0,0,0.030591631,4.002183332,0,0,0,0.05985319,0,0,0,0,0,0,0,0
43,Air bersih,383951.2553,93.93159435,203.614499,11.71743815,8764.84375,0,0,536.1208177,1075.507151,337133.4177,0,0,3247.410024,32884.69231,0,0,0
44,Bangunan,6927.545,1.4056305,3.04697,0.1753445,0,0,0,8.0227295,16.0943255,6230.99616,0,0,60.01956,607.78428,0,0,0
45,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",4210.511,0.8543319,1.851926,0.1065731,0,0,0,4.8761561,9.7820129,3787.153728,0,0,36.479448,369.406824,0,0,0
46,Perdagangan Besar dan Eceran,20223.3945,4.10341905,8.894937,0.51187845,0,0,0,23.42053695,46.98372855,18189.97834,0,0,175.213476,1774.288188,0,0,0
47,Restoran dan rumah makan,12096463.46,17.62968,0,0,3.0396,0,0,6.99108,7.29504,0,0,0,8467499.95,3628928.55,0,0,0
48,Hotel Bintang,652.95,0,0,0,0,0,0,0,0,0,0,0,457.065,195.885,0,0,0
49,Hotel Non Bintang,2073.15,0,0,0,0,0,0,0,0,0,0,0,1451.205,621.945,0,0,0
50,Angkutan Taxi,131.98464,0.65664,0,0,0,0,0,0,0,0,0,0,91.9296,39.3984,0,0,0
51,Angkutan darat,9933.5808,49.4208,0,0,0,0,0,0,0,0,0,0,6918.912,2965.248,0,0,0
52,Angkutan laut,3527825.639,17.63904,0,0,0,0,0,0,0,0,0,0,2469465.6,1058342.4,0,0,0
53,Angkutan Sungai Danau dan  penyeberangan,1733.8745,0.35181105,0.762617,0.04388645,0,0,0,2.00798495,4.02820055,1559.537376,0,0,15.022116,152.120508,0,0,0
54,Angkutan udara,191276.5696,264.6816,0,0,0,0,0,0,0,0,0,95505.944,66832.104,28673.84,0,0,0
55,Jasa penunjang angkutan,988.1,0.20049,0.4346,0.02501,0,0,0,1.14431,2.29559,888.7488,0,0,8.5608,86.6904,0,0,0
56,Informasi dan Komunikasi,793.372,0.1609788,0.348952,0.0200812,0,0,0,0.9187972,1.8431908,713.600256,0,0,6.873696,69.606048,0,0,0
57,Bank,3571.2585,0.72462465,1.570761,0.09039285,0,0,0,4.13584335,8.29687815,3212.176608,0,0,30.941028,313.322364,0,0,0
58,Asuransi dan Dana Pensiun,164.844,0.0334476,0.072504,0.0041724,0,0,0,0.1909044,0.3829716,148.269312,0,0,1.428192,14.462496,0,0,0
59,Jasa Keuangan Lainnya,582.1355,0.11811795,0.256043,0.01473455,0,0,0,0.67416605,1.35243845,523.603104,0,0,5.043564,51.073332,0,0,0
60,Real Estate,12082.4145,2.45157705,5.314257,0.30582045,0,0,0,13.99253895,28.07030655,10867.5553,0,0,104.680836,1060.043868,0,0,0
61,Jasa perusahaan,421.268,0.0854772,0.185288,0.0106628,0,0,0,0.4878668,0.9787052,378.910464,0,0,3.649824,36.959712,0,0,0
62,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",21531.422,4.3688238,9.470252,0.5449862,0,0,0,24.9353522,50.0225858,19366.48666,0,0,186.546096,1889.047248,0,0,0
63,Jasa Pendidikan,1256.333,0.2549157,0.552578,0.0317993,0,0,0,1.4549483,2.9187587,1130.011584,0,0,10.884744,110.223672,0,0,0
64,Jasa Kesehatan dan Kegiatan Sosial,495.978,0.1006362,0.218148,0.0125538,0,0,0,0.5743878,1.1522742,446.108544,0,0,4.297104,43.514352,0,0,0
65,Jasa Lainnya,777.225,0.1577025,0.34185,0.0196725,0,0,0,0.9000975,1.8056775,699.0768,0,0,6.7338,68.1894,0,0,0
66,Kegiatan yang tidak jelas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
