Sektor,Kategori,Hutan lahan kering primer,Hutan lahan kering sekunder / bekas tebangan,Hutan rawa primer,Hutan rawa sekunder,Hutan mangrove primer,Hutan mangrove sekunder,Hutan tanaman,Perkebunan,Semak belukar,Semak belukar rawa,Savanna / Padang rumput,Pertanian lahan kering,Pertanian lahan kering  campur semak / kebun campur,Sawah,Tambak,Pemukiman,Transmigrasi,Lahan terbuka,Pertambangan,Tubuh air,Rawa,Awan,Bandara,Total Kebutuhan Lahan (ha),LPC,LRC
Industri Mesin dan Perlengkapan YTDL,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,1034.403816,0.00096674
Industri Alat Angkutan,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,6468.683872,0.000154591
Industri Furnitur,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,632.5621751,0.001580872
Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,537.8105858,0.001859391
Ketenagalistrikan ,Pengadaan Listrik Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,8956.83201,0.000111647
Gas,Pengadaan Listrik Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,2876.828685,0.000347605
Pengadaan Air ,Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,223.9,0,0,0,2137.4,497.2834732,0.002010925
Konstruksi,Konstruksi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,22383.39923,4.47E-05
Perdagangan Besar dan Eceran dan Reparasi Mobil dan Sepeda Motor ,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,35331.33122,2.83E-05
Angkutan Rel ,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,391.8309872,0.002552121
Angkutan Darat,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,9925.196953,0.000100754
Angkutan Laut ,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,183.8715158,0.00543858
Angkutan Sungai Danau dan Penyeberangan,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,343.7253718,0.002909299
Angkutan Udara,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,468.2,2381.7,12321.40108,8.12E-05
Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,2420.025608,0.000413219
Penyediaan Akomodasi ,Penyediaan Akomodasi dan Makan Minum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,284.3669822,0.003516583
Penyediaan Makan Minum,Penyediaan Akomodasi dan Makan Minum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,7013.312979,0.000142586
Informasi dan Komunikasi ,Informasi dan Komunikasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,7384.842142,0.000135413
Bank,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,2317.487456,0.000431502
Asuransi dan Dana Pensiun,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,1733.609873,0.000576831
Jasa Keuangan Lainnya dan Jasa Penunjang Keuangan,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,118.9074674,0.008409901
Real Estate ,Real Estat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,7389.708771,0.000135323
Jasa Perusahaan ,Jasa Perusahaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,2268.62326,0.000440796
Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib ,Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,234.1,2147.6,3603.758556,0.000277488
Jasa Pendidikan ,Jasa Pendidikan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,5235.449899,0.000191006
Jasa Kesehatan dan Kegiatan Sosial ,Jasa Kesehatan dan Kegiatan Sosial ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,4989.280809,0.00020043
Jasa Hiburan Rekreasi dan Kebudayaan Swasta,Jasa lainnya ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,514.4581813,0.001943793
Jasa lainnya ,Jasa lainnya ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.5,0,0,0,0,0,0,0,1913.5,2470.2751,0.000404813
Kegiatan yang tak jelas batasnya,Jasa lainnya ,6705.9,44107,0,0,0,2224.8,78727.45,15232.5,6148,0,0,82345.9,59371,201655.8,6729.8,0,0,3521.05,0,1791.2,0,0,1638.7,510199.1,0,0
