ID,Sektor,Total,Padat_Ditimbun_di_TPA,Padat_Ditimbun_Lubang,Padat_Kompos,Padat_3R,Padat_ins_sampah_domestik,Padat_ins_sampah_industri,Padat_dibakar_terbuka,Padat_tidak_terkelola,Cair_septic_tank,Cair_MCK_plus,Cair_IPAL_Aerob,Cair_IPAL_Anaerob,Cair_tidak_terkelola,Cair_Biogas,Cair_Pengolahan_KIMIA,Cair_3R
29,"Industri Kimia,Farmasi dan Obat Tradisional",18.075,0.0063075,0.00462,0.000255,0,0,0,0.0399825,0.023835,15.3288,0,0,0.108,2.5632,0,0,0
30,"Industri Karet,Barang dari Karet dan Plastik",4.579,0.0015979,0.0011704,0.0000646,0,0,0,0.0101289,0.0060382,3.883296,0,0,0.02736,0.649344,0,0,0
31,Industri Barang Galian bukan Logam,1.3255,0.00046255,0.0003388,0.0000187,0,0,0,0.00293205,0.0017479,1.124112,0,0,0.00792,0.187968,0,0,0
32,Industri Logam Dasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Industri Barang dari Logam,Komputer,Barang Elektronik,Optik dan Peralatan Listrik",0.6025,0.00021025,0.000154,0.0000085,0,0,0,0.00133275,0.0007945,0.51096,0,0,0.0036,0.08544,0,0,0
34,Industri Mesin dan Perlengkapan YTDL,0.241,0.0000841,0.0000616,0.0000034,0,0,0,0.0005331,0.0003178,0.204384,0,0,0.00144,0.034176,0,0,0
35,Industri Alat Angkutan,1.5665,0.00054665,0.0004004,0.0000221,0,0,0,0.00346515,0.0020657,1.328496,0,0,0.00936,0.222144,0,0,0
36,"Industri pengolahan lainnya,jasa reparasi dan pemasangan mesin dan peralatan",0.482,0.0001682,0.0001232,0.0000068,0,0,0,0.0010662,0.0006356,0.408768,0,0,0.00288,0.068352,0,0,0
37,Ketenagalistrikan,3.468006415,0,0,0.0259227,3.391365389,0,0,0,0.050718326,0,0,0,0,0,0,0,0
38,"Hasil Gas Alam dan Buatan,Pengadaan Uap Air/Air Panas,Udara Dingin dan Produk Es",0.1205,0.00004205,0.0000308,0.0000017,0,0,0,0.00026655,0.0001589,0.102192,0,0,0.00072,0.017088,0,0,0
39,"Pengadaan Air,Pengolahan Sampah Dan Daur Ulang",5537.004,101.1257507,74.0707044,4.0883181,4334.5575,0,0,641.0242292,382.1374977,0,0,0,0,0,0,0,0
40,Konstruksi,269.7995,0.09414995,0.0689612,0.0038063,0,0,0,0.59680545,0.3557771,228.807888,0,0,1.61208,38.260032,0,0,0
41,"Perdagangan Mobil,Sepeda Motor dan Reparasinya",46.3925,0.01618925,0.011858,0.0006545,0,0,0,0.10262175,0.0611765,39.34392,0,0,0.2772,6.57888,0,0,0
42,Perdagangan Besar dan Eceran,684.922,0.2390122,0.1750672,0.0096628,0,0,0,1.5150702,0.9031876,580.859328,0,0,4.09248,97.128192,0,0,0
43,Jasa Angkutan Darat,81495.73944,405.45144,0,0,0,0,0,0,0,0,0,0,56763.2016,24327.0864,0,0,0
44,Jasa Angkutan Laut,22766129.83,113.83008,0,0,0,0,0,0,0,0,0,0,15936211.2,6829804.8,0,0,0
45,Jasa Angkutan Sungai Danau dan Penyeberangan,23.2565,0.00811565,0.0059444,0.0003281,0,0,0,0.05144415,0.0306677,19.723056,0,0,0.13896,3.297984,0,0,0
46,Jasa Angkutan Udara,121569.7328,168.2238,0,0,0,0,0,0,0,0,0,60700.7545,42476.5095,18224.245,0,0,0
47,Jasa Penunjang Angkutan,18.1955,0.00634955,0.0046508,0.0002567,0,0,0,0.04024905,0.0239939,15.430992,0,0,0.10872,2.580288,0,0,0
48,Penyediaan Akomodasi,1473.75,0,0,0,0,0,0,0,0,0,0,0,1031.625,442.125,0,0,0
49,Penyediaan Makan dan Minum,203.645,0.0710645,0.052052,0.002873,0,0,0,0.4504695,0.268541,172.70448,0,0,1.2168,28.87872,0,0,0
50,Informasi dan Komunikasi,21.449,0.0074849,0.0054824,0.0003026,0,0,0,0.0474459,0.0282842,18.190176,0,0,0.12816,3.041664,0,0,0
51,Jasa Keuangan Perbankan,19.521,0.0068121,0.0049896,0.0002754,0,0,0,0.0431811,0.0257418,16.555104,0,0,0.11664,2.768256,0,0,0
52,Lembaga keuangan lainnya,19.28,0.006728,0.004928,0.000272,0,0,0,0.042648,0.025424,16.35072,0,0,0.1152,2.73408,0,0,0
53,Jasa Real Estate,51.333,0.0179133,0.0131208,0.0007242,0,0,0,0.1135503,0.0676914,43.533792,0,0,0.30672,7.279488,0,0,0
54,Jasa Perusahaan,1.205,0.0004205,0.000308,0.000017,0,0,0,0.0026655,0.001589,1.02192,0,0,0.0072,0.17088,0,0,0
55,Pemerintahan Umum,521.765,0.1820765,0.133364,0.007361,0,0,0,1.1541615,0.688037,442.49136,0,0,3.1176,73.99104,0,0,0
56,Jasa Pendidikan,247.8685,0.08649685,0.0633556,0.0034969,0,0,0,0.54829335,0.3268573,210.208944,0,0,1.48104,35.150016,0,0,0
57,Jasa Kesehatan,68.5645,0.02392645,0.0175252,0.0009673,0,0,0,0.15166695,0.0904141,58.147248,0,0,0.40968,9.723072,0,0,0
58,Jasa Lainnya,5629.524,101.1257507,74.0707044,4.0883181,4334.5575,0,0,641.0242292,382.1374977,78.790032,0,0,0.55512,13.174848,0,0,0
