ID,Sektor,Total,Padat_Ditimbun_di_TPA ,Padat_Ditimbun_Lubang,Padat_Kompos,Padat_3R,Padat_ins_sampah_domestik,Padat_ins_sampah_industri,Padat_dibakar_terbuka,Padat_tidak_terkelola ,Cair_septic_tank,Cair_MCK_plus,Cair_IPAL_Aerob,Cair_IPAL_Anaerob,Cair_tidak_terkelola,Cair_Biogas,Cair_Pengolahan_KIMIA,Cair_3R
27,"Ind. Roti, biskuit dan sejenisnya",1549.0275,1.897398,1.00461825,0.34387125,0,0,0,2.82745725,0.35415525,1357.79652,0,0,127.88154,56.92194,0,0,0
28,"Ind. Mie, makaroni dan sejenisnya",195.8125,0.23985,0.12699375,0.04346875,0,0,0,0.35741875,0.04476875,171.639,0,0,16.1655,7.1955,0,0,0
29,Ind. Gula,1313.932,1.6094304,0.8521476,0.291682,0,0,0,2.3983348,0.3004052,1151.724096,0,0,108.472992,48.282912,0,0,0
30,"Ind. Biji-bijian kupasan, coklat & kembang gula",347.4015,0.4255308,0.22530645,0.07712025,0,0,0,0.63411585,0.07942665,304.513992,0,0,28.680084,12.765924,0,0,0
31,Ind. Kopi giling dan Teh,128.8145,0.1577844,0.08354235,0.02859575,0,0,0,0.23512655,0.02945095,112.912056,0,0,10.634412,4.733532,0,0,0
32,Ind. pengolahan kedele,1854.736,2.2718592,1.2028848,0.411736,0,0,0,3.3854704,0.4240496,1625.764608,0,0,153.119616,68.155776,0,0,0
33,Ind. Makanan & minuman lainnya,4281.365,5.244228,2.7766695,0.9504275,0,0,0,7.8148235,0.9788515,3752.82072,0,0,353.45244,157.32684,0,0,0
34,Ind. pengolahan tembakau,1450.579,1.7768088,0.9407697,0.3220165,0,0,0,2.6477581,0.3316469,1271.501712,0,0,119.754024,53.304264,0,0,0
35,Ind. Tekstil selain tenun dan batik,1077.1495,1.3193964,0.69858285,0.23911825,0,0,0,1.96613305,0.24626945,944.172936,0,0,88.925172,39.581892,0,0,0
36,Ind. Tenun,50.4895,0.0618444,0.03274485,0.01120825,0,0,0,0.09215905,0.01154345,44.256456,0,0,4.168212,1.855332,0,0,0
37,Ind. Batik,128.212,0.1570464,0.0831516,0.028462,0,0,0,0.2340268,0.0293132,112.383936,0,0,10.584672,4.711392,0,0,0
38,Ind. Pakaian jadi,2174.1815,2.6631468,1.41006045,0.48265025,0,0,0,3.96855785,0.49708465,1905.773832,0,0,179.491764,79.894404,0,0,0
39,"Ind. kulit, barang dari kulit dan alas kaki ",1205.964,1.4771808,0.7821252,0.267714,0,0,0,2.2012596,0.2757204,1057.084992,0,0,99.559584,44.315424,0,0,0
40,Ind. Kayu gergajian dan awetan,64.2265,0.0786708,0.04165395,0.01425775,0,0,0,0.11723335,0.01468415,56.297592,0,0,5.302284,2.360124,0,0,0
41,Ind. Perabot rumah tangga dan lainnya dari kayu/bambu selain furnitur,811.929,0.9945288,0.5265747,0.1802415,0,0,0,1.4820231,0.1856319,711.694512,0,0,67.029624,29.835864,0,0,0
42,"Ind. kertas & barang dari kertas, percetakan, media rekam",64.7085,0.0792612,0.04196655,0.01436475,0,0,0,0.11811315,0.01479435,56.720088,0,0,5.342076,2.377836,0,0,0
43,Ind. Pupuk dan Pestisida,18.9185,0.0231732,0.01226955,0.00419975,0,0,0,0.03453215,0.00432535,16.582968,0,0,1.561836,0.695196,0,0,0
44,"Ind. Kilang Minyak, LPG, Brg Kimia kec. Pupuk & Pestisida",152.9145,0.1873044,0.09917235,0.03394575,0,0,0,0.27911655,0.03496095,134.036856,0,0,12.624012,5.619132,0,0,0
45,Ind. Ban & barang lainnya dari karet,15.5445,0.0190404,0.01008135,0.00345075,0,0,0,0.02837355,0.00355395,13.625496,0,0,1.283292,0.571212,0,0,0
46,Ind. Barang-barang plastik,693.598,0.8495856,0.4498314,0.153973,0,0,0,1.2660322,0.1585778,607.971744,0,0,57.260688,25.487568,0,0,0
47,Ind. Kaca dan barang-barang dari kaca,44.4645,0.0544644,0.02883735,0.00987075,0,0,0,0.08116155,0.01016595,38.975256,0,0,3.670812,1.633932,0,0,0
48,Ind. Barang galian bukan logam lainnya,462.238,0.5661936,0.2997834,0.102613,0,0,0,0.8437282,0.1056818,405.173664,0,0,38.160528,16.985808,0,0,0
49,Ind. Barang dari Semen,790.48,0.968256,0.512664,0.17548,0,0,0,1.442872,0.180728,692.89344,0,0,65.25888,29.04768,0,0,0
50,Ind. Barang-barang logam lainnya,1354.0585,1.6585812,0.87817155,0.30058975,0,0,0,2.47157815,0.30957935,1186.896888,0,0,111.785676,49.757436,0,0,0
51,Ind. Alat listrik & perlengkapannya,1366.3495,1.6736364,0.88614285,0.30331825,0,0,0,2.49401305,0.31238945,1197.670536,0,0,112.800372,50.209092,0,0,0
52,"Ind. Mesin dan perlengkapan, serta Alat Angkutan",1253.441,1.5353352,0.8129163,0.2782535,0,0,0,2.2879199,0.2865751,1098.700848,0,0,103.479096,46.060056,0,0,0
53,Ind. Furnitur,2454.2235,3.0061692,1.59168105,0.54481725,0,0,0,4.47972165,0.56111085,2151.244008,0,0,202.610916,90.185076,0,0,0
54,Ind. Barang-barang perhiasan,85.073,0.1042056,0.0551739,0.0188855,0,0,0,0.1552847,0.0194503,74.570544,0,0,7.023288,3.126168,0,0,0
55,Ind. Pengolahan lainnya,289.5615,0.3546828,0.18779445,0.06428025,0,0,0,0.52853985,0.06620265,253.814472,0,0,23.905044,10.640484,0,0,0
56,Jasa reparasi mesin,0.964,0.0011808,0.0006252,0.000214,0,0,0,0.0017596,0.0002204,0.844992,0,0,0.079584,0.035424,0,0,0
57,Listrik,45.5938397,0,0,0.045441709,5.944960942,0,0,0,0.088907691,0,0,0,39.51452936,0,0,0,0
58,Pengadaan air,192621.6272,326.3174748,172.7758175,59.13951525,4568.93568,0,0,486.2705189,60.90817365,164550.9959,0,0,15497.92951,6898.354632,0,0,0
59,Konstruksi gedung & bangunan sipil,12944.11,15.855192,8.394873,2.873485,0,0,0,23.627029,2.959421,11346.13008,0,0,1068.61416,475.65576,0,0,0
60,Konstruksi khusus,4690.9445,5.7459204,3.04230135,1.04135075,0,0,0,8.56243355,1.07249395,4111.836696,0,0,387.265692,172.377612,0,0,0
61,Perdagangan besar dan eceran selain mobil/motor,26163.0805,32.0470596,16.96800615,5.80798675,0,0,0,47.75576395,5.98168355,22933.1885,0,0,2159.919708,961.411788,0,0,0
62,"Perdagangan mobil, motor, dan reparasi mobil/motor",5372.372,6.5805984,3.4842396,1.192622,0,0,0,9.8062508,1.2282892,4709.140416,0,0,443.521632,197.417952,0,0,0
63,Angkutan Rel,80057.92212,398.29812,0,0,0,0,0,0,0,0,0,0,55761.7368,23897.8872,0,0,0
64,"Angkutan Darat, Laut, Sungai, Danau & Penyebrangan",2155.65676,3.0043584,1.3351146,0.456997,0,0,0,3.7576258,0.4706642,1804.480416,0,0,237.538032,104.613552,0,0,0
65,Angkutan udara,320474.7139,443.46132,0,0,0,0,0,0,0,0,0,160015.6263,111973.9833,48041.643,0,0,0
66,"Pergudangan, Jasa penunjang angkutan, pos & kurir",935.562,1.1459664,0.6067566,0.207687,0,0,0,1.7076918,0.2138982,820.064736,0,0,77.236272,34.378992,0,0,0
67,Penyediaan akomodasi,3633.75,0,0,0,0,0,0,0,0,0,0,0,2543.625,1090.125,0,0,0
68,Penyediaan makan minum,26849.4485,32.8877892,17.41314855,5.96035475,0,0,0,49.00859915,6.13860835,23534.82281,0,0,2216.583516,986.633676,0,0,0
69,Informasi dan komunikasi,4144.1155,5.0761116,2.68765665,0.91995925,0,0,0,7.56430045,0.94747205,3632.514984,0,0,342.121668,152.283348,0,0,0
70,Bank,6180.8065,7.5708468,4.00854795,1.37208775,0,0,0,11.28189535,1.41312215,5417.771832,0,0,510.262764,227.125404,0,0,0
71,Asuransi dan dana pensiun,1042.325,1.27674,0.6759975,0.2313875,0,0,0,1.9025675,0.2383075,913.6476,0,0,86.0502,38.3022,0,0,0
72,Jasa keuangan lainnya,1561.439,1.9126008,1.0126677,0.3466265,0,0,0,2.8501121,0.3569929,1368.675792,0,0,128.906184,57.378024,0,0,0
73,Jasa penunjang keuangan,61.5755,0.0754236,0.03993465,0.01366925,0,0,0,0.11239445,0.01407805,53.973864,0,0,5.083428,2.262708,0,0,0
74,Real Estate,1092.5735,1.3382892,0.70858605,0.24254225,0,0,0,1.99428665,0.24979585,957.692808,0,0,90.198516,40.148676,0,0,0
75,"Jasa hukum, akuntan, konsultan, arsitek, penelitian",419.2195,0.5135004,0.27188385,0.09306325,0,0,0,0.76520605,0.09584645,367.465896,0,0,34.609092,15.405012,0,0,0
76,Jasa Periklanan,113.993,0.1396296,0.0739299,0.0253055,0,0,0,0.2080727,0.0260623,99.920304,0,0,9.410808,4.188888,0,0,0
77,"Jasa Agen Perjalanan, Penyelenggara Tur & Jasa Reservasi Lainnya",86.3985,0.1058292,0.05603355,0.01917975,0,0,0,0.15770415,0.01975335,75.732408,0,0,7.132716,3.174876,0,0,0
78,Jasa perusahaan lainnya,342.702,0.4197744,0.2222586,0.076077,0,0,0,0.6255378,0.0783522,300.394656,0,0,28.292112,12.593232,0,0,0
79,"Adm. Pemerintahan, pertahanan & jaminan sosial wajib",16714.796,20.4738912,10.8403428,3.710546,0,0,0,30.5097044,3.8215156,14651.31629,0,0,1379.906976,614.216736,0,0,0
80,Jasa pendidikan,20891.4465,25.5898548,13.54909995,4.63772775,0,0,0,38.13339135,4.77642615,18312.34975,0,0,1724.714604,767.695644,0,0,0
81,Jasa kesehatan dan kegiatan sosial,2774.9945,3.3990804,1.79971635,0.61602575,0,0,0,5.06522855,0.63444895,2432.415096,0,0,229.092492,101.972412,0,0,0
82,"Kebudayaan, hiburan dan rekreasi",421.268,0.5160096,0.2732124,0.093518,0,0,0,0.7689452,0.0963148,369.261504,0,0,34.778208,15.480288,0,0,0
83,Jasa lainnya,2251.904,2.7583488,1.4604672,0.499904,0,0,0,4.1104256,0.5148544,1973.901312,0,0,185.908224,82.750464,0,0,0
